audio_data/elevenlabs_0001.wav|"Whenever you feel like criticizing any one," he told me, "just remember that all the people in this world haven't had the advantages that you've had."
audio_data/elevenlabs_0002.wav|He didn't say any more but we've always been unusually communicative in a reserved way, and I understood that he meant a great deal more than that.
audio_data/elevenlabs_0003.wav|In consequence I'm inclined to reserve all judgments, a habit that has opened up many curious natures to me and also made me the victim of not a few veteran bores.
audio_data/elevenlabs_0004.wav|The abnormal mind is quick to detect and attach itself to this quality when it appears in a normal person, and so it came about that in college I was unjustly accused of being a politician, because I was privy to the secret griefs of wild, unknown men.
audio_data/elevenlabs_0005.wav|Most of the confidences were unsought--frequently I have feigned sleep, preoccupation, or a hostile levity when I realized by some unmistakable sign that an intimate revelation was quivering on the horizon--for the intimate revelations of young men or at least the terms in which they express them are usually plagiaristic and marred by obvious suppressions.
audio_data/elevenlabs_0006.wav|Reserving judgments is a matter of infinite hope.
audio_data/elevenlabs_0007.wav|I am still a little afraid of missing something if I forget that, as my father snobbishly suggested, and I snobbishly repeat, a sense of the fundamental decencies is parcelled out unequally at birth.
audio_data/elevenlabs_0009.wav|Conduct may be founded on the hard rock or the wet marshes but after a certain point I don't care what it's founded on.
audio_data/elevenlabs_0010.wav|When I came back from the East last autumn I felt that I wanted the world to be in uniform and at a sort of moral attention forever; I wanted no more riotous excursions with privileged glimpses into the human heart.
audio_data/elevenlabs_0011.wav|Only Gatsby, the man who gives his name to this book, was exempt from my reaction--Gatsby who represented everything for which I have an unaffected scorn.
audio_data/elevenlabs_0012.wav|If personality is an unbroken series of successful gestures, then there was something gorgeous about him, some heightened sensitivity to the promises of life, as if he were related to one of those intricate machines that register earthquakes ten thousand miles away.
audio_data/elevenlabs_0013.wav|This responsiveness had nothing to do with that flabby impressionability which is dignified under the name of the "creative temperament"--it was an extraordinary gift for hope, a romantic readiness such as I have never found in any other person and which it is not likely I shall ever find again.
audio_data/elevenlabs_0014.wav|No--Gatsby turned out all right at the end; it is what preyed on Gatsby, what foul dust floated in the wake of his dreams that temporarily closed out my interest in the abortive sorrows and short-winded elations of men.
audio_data/elevenlabs_0015.wav|My family have been prominent, well-to-do people in this middle-western city for three generations.
audio_data/elevenlabs_0016.wav|The Carraways are something of a clan and we have a tradition that we're descended from the Dukes of Buccleuch, but the actual founder of my line was my grandfather's brother who came here in fifty-one, sent a substitute to the Civil War and started the wholesale hardware business that my father carries on today.
audio_data/elevenlabs_0017.wav|I never saw this great-uncle but I'm supposed to look like him--with special reference to the rather hard-boiled painting that hangs in Father's office.
audio_data/elevenlabs_0018.wav|I graduated from New Haven in 1915, just a quarter of a century after my father, and a little later I participated in that delayed Teutonic migration known as the Great War.
audio_data/elevenlabs_0019.wav|I enjoyed the counter-raid so thoroughly that I came back restless.
audio_data/elevenlabs_0020.wav|Instead of being the warm center of the world the middle-west now seemed like the ragged edge of the universe--so I decided to go east and learn the bond business.
audio_data/elevenlabs_0021.wav|Everybody I knew was in the bond business so I supposed it could support one more single man.
audio_data/elevenlabs_0022.wav|All my aunts and uncles talked it over as if they were choosing a prep-school for me and finally said, "Why--ye-es" with very grave, hesitant faces.
audio_data/elevenlabs_0023.wav|Father agreed to finance me for a year and after various delays I came east, permanently, I thought, in the spring of twenty-two.
audio_data/elevenlabs_0024.wav|The practical thing was to find rooms in the city but it was a warm season and I had just left a country of wide lawns and friendly trees, so when a young man at the office suggested that we take a house together in a commuting town it sounded like a great idea.
audio_data/elevenlabs_0025.wav|He found the house, a weather beaten cardboard bungalow at eighty a month, but at the last minute the firm ordered him to Washington and I went out to the country alone.
audio_data/elevenlabs_0026.wav|I had a dog, at least I had him for a few days until he ran away, and an old Dodge and a Finnish woman who made my bed and cooked breakfast and muttered Finnish wisdom to herself over the electric stove.
audio_data/elevenlabs_0027.wav|It was lonely for a day or so until one morning some man, more recently arrived than I, stopped me on the road.
audio_data/elevenlabs_0028.wav|"How do you get to West Egg village?"
audio_data/elevenlabs_0029.wav|he asked helplessly.
audio_data/elevenlabs_0030.wav|I told him.
audio_data/elevenlabs_0031.wav|And as I walked on I was lonely no longer.
audio_data/elevenlabs_0032.wav|I was a guide, a pathfinder, an original settler.
audio_data/elevenlabs_0033.wav|He had casually conferred on me the freedom of the neighborhood.
audio_data/elevenlabs_0034.wav|And so with the sunshine and the great bursts of leaves growing on the trees--just as things grow in fast movies--I had that familiar conviction that life was beginning over again with the summer.
audio_data/elevenlabs_0035.wav|There was so much to read for one thing and so much fine health to be pulled down out of the young breath-giving air.
audio_data/elevenlabs_0036.wav|I bought a dozen volumes on banking and credit and investment securities and they stood on my shelf in red and gold like new money from the mint, promising to unfold the shining secrets that only Midas and Morgan and Maecenas knew.
audio_data/elevenlabs_0037.wav|And I had the high intention of reading many other books besides.
audio_data/elevenlabs_0038.wav|I was rather literary in college--one year I wrote a series of very solemn and obvious editorials for the "Yale News"--and now I was going to bring back all such things into my life and become again that most limited of all specialists, the "well-rounded man."
audio_data/elevenlabs_0039.wav|This isn't just an epigram--life is much more successfully looked at from a single window, after all.
audio_data/elevenlabs_0040.wav|It was a matter of chance that I should have rented a house in one of the strangest communities in North America.
audio_data/elevenlabs_0041.wav|It was on that slender riotous island which extends itself due east of New York and where there are, among other natural curiosities, two unusual formations of land.
audio_data/elevenlabs_0042.wav|Twenty miles from the city a pair of enormous eggs, identical in contour and separated only by a courtesy bay, jut out into the most domesticated body of salt water in the Western Hemisphere, the great wet barnyard of Long Island Sound.
